0,20,21,22,24,25,26,27,28,29,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,column_17,column_17
aardvark,1,1,1,10,2,2,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,1,1
antelope,2,2,2,8,10,2,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1,1
bass,3,3,1,10,10,2,2,3,3,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4,4
bear,1,4,2,9,2,2,1,4,4,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,1,1
boar,1,4,2,8,10,2,1,5,1,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
buffalo,2,2,2,9,2,2,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1,1
calf,1,2,3,9,11,2,1,6,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1,1
carp,3,3,1,10,11,2,2,3,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,4,4
catfish,3,3,1,10,11,2,2,3,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4,4
cavy,1,2,2,9,37,2,1,3,4,1,0,0,1,0,0,0,1,1,1,0,0,4,0,1,0,1,1
cheetah,2,5,1,8,10,1,1,2,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
chicken,4,6,2,10,37,2,3,7,5,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2,2
chub,5,3,1,10,11,2,2,3,3,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4,4
clam,3,7,2,7,37,2,4,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7
crab,3,7,2,7,37,2,5,3,4,0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,7,7
crayfish,3,7,2,7,37,2,5,3,4,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7,7
crow,4,8,2,10,37,2,3,7,5,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,2,2
deer,6,2,2,8,10,2,1,6,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1,1
dogfish,3,3,1,7,11,2,2,3,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4,4
dolphin,7,3,2,9,10,2,1,2,5,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
dove,4,6,2,10,37,2,3,7,5,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2,2
duck,8,6,2,10,37,2,3,7,5,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,2,2
elephant,1,2,2,9,2,1,1,5,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1,1
flamingo,8,9,2,10,10,2,3,2,2,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1,2,2
flea,1,1,2,7,37,2,6,3,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6,6
frog,3,1,2,7,37,2,7,3,5,0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,0,5,5
frog,3,1,2,7,37,2,7,3,5,0,0,1,0,0,1,1,1,1,1,1,0,4,0,0,0,5,5
fruitbat,6,9,2,9,37,2,1,3,1,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1,1
giraffe,2,2,2,9,10,2,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1,1
girl,4,2,2,8,37,2,1,3,2,1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,1,1,1
gnat,1,1,2,7,37,2,6,3,1,0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6,6
goat,1,2,2,9,11,2,1,5,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1,1
gorilla,6,2,2,9,10,2,1,5,2,1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1,1,1
gull,9,3,2,10,11,2,3,2,5,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2,2
haddock,3,3,2,7,11,2,2,3,3,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4,4
hamster,1,4,2,9,37,2,1,3,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,0,1,1
hare,2,2,2,8,37,2,1,6,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1,1
hawk,1,5,2,10,11,2,3,2,2,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,2,2
herring,3,3,2,7,11,2,2,3,3,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4,4
honeybee,1,10,2,10,37,2,6,7,1,1,0,1,0,1,0,0,0,0,1,1,0,6,0,1,0,6,6
housefly,4,7,2,7,37,2,6,3,1,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6,6
kiwi,1,9,2,10,37,2,3,3,5,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,2,2
ladybird,1,1,2,7,37,2,6,3,2,0,0,1,0,1,0,1,0,0,1,0,0,6,0,0,0,6,6
lark,1,6,2,10,37,2,3,7,5,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2,2
leopard,1,5,2,8,10,2,1,5,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
lion,1,5,2,8,10,2,1,5,5,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
lobster,3,3,2,7,11,2,5,3,4,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7,7
lynx,6,5,2,8,11,2,1,5,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
mink,8,5,2,8,37,2,1,5,1,1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1,1,1
mole,1,1,2,8,37,2,1,3,1,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1,1
mongoose,1,5,2,8,37,2,1,5,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
moth,1,1,2,7,37,2,6,3,1,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6,6
newt,3,1,2,7,37,2,7,3,1,0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,5,5
octopus,3,3,2,7,11,2,4,3,4,0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,1,7,7
opossum,1,8,2,9,37,2,1,5,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1,1
oryx,10,2,2,8,10,2,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1,1
ostrich,1,2,2,10,10,2,3,5,2,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,2,2
parakeet,4,6,2,10,37,2,3,2,5,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2,2
penguin,12,3,2,10,37,2,3,2,5,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,2,2
pheasant,1,6,2,10,37,2,3,2,5,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2,2
pike,3,3,2,10,11,2,2,3,3,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4,4
piranha,3,3,2,10,37,2,2,3,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4,4
pitviper,1,5,2,8,37,2,9,3,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,3,3
platypus,3,3,2,9,37,2,1,5,1,1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1,1,1
polecat,1,5,2,8,37,2,1,5,1,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
pony,1,2,2,9,11,2,1,5,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1,1
porpoise,3,3,2,9,11,2,1,2,5,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
puma,1,5,2,8,10,2,1,5,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
pussycat,4,5,2,8,37,2,1,3,5,1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,1,1
raccoon,1,8,2,9,11,2,1,5,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
reindeer,11,2,2,9,10,2,1,6,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1,1
rhea,2,2,2,8,10,2,3,2,5,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,2,2
scorpion,10,8,2,7,37,2,8,3,1,0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,0,7,7
seahorse,3,3,2,9,37,2,2,3,4,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4,4
seal,3,3,2,9,11,2,1,5,4,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
sealion,3,3,2,9,10,2,1,5,4,1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,1,1
seasnake,3,3,2,7,11,2,9,3,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3,3
seawasp,3,10,2,7,37,2,8,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7,7
skimmer,9,3,2,10,37,2,3,3,2,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2,2
skua,9,3,2,10,37,2,3,3,5,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2,2
slowworm,1,1,2,7,37,2,9,3,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,3,3
slug,1,7,2,7,37,2,4,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7
sole,3,3,2,7,37,2,2,3,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4,4
sparrow,4,6,2,10,37,2,3,7,5,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2,2
squirrel,1,6,2,9,37,2,1,5,4,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1,1
starfish,3,3,2,7,37,2,4,3,4,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,7,7
