0,20,21,22,23,24,25,26,27,28,29,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,column_17
aardvark,1,1,2,70,1,3,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,1
antelope,2,2,2,75,3,4,1,2,2,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
bass,3,3,1,80,2,23,1,3,1,3,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
bear,1,4,2,85,4,3,1,4,3,4,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,1
boar,1,5,2,90,3,4,1,4,4,5,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
buffalo,2,2,2,70,3,3,1,2,2,6,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
calf,1,2,3,75,1,23,1,2,5,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
carp,3,3,1,80,2,23,1,3,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,4
catfish,3,3,1,85,2,23,1,3,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
cavy,1,2,2,90,3,20,1,2,1,4,1,0,0,1,0,0,0,1,1,1,0,0,4,0,1,0,1
cheetah,2,4,1,70,3,23,100,5,2,5,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
chicken,4,6,2,75,2,20,1,4,6,7,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2
chub,3,3,1,80,2,23,1,3,1,3,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
clam,3,7,2,85,2,20,1,6,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
crab,3,7,2,90,2,20,1,6,1,4,0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,7
crayfish,3,7,2,70,2,20,1,6,1,4,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7
crow,4,8,2,75,3,20,1,7,6,7,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,2
deer,1,2,2,80,3,23,1,2,5,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
dogfish,3,3,1,85,2,23,1,3,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
dolphin,3,3,2,90,1,4,1,3,7,7,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
dove,4,6,2,70,3,20,1,2,6,7,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2
duck,5,6,2,75,2,20,1,4,6,7,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,2
elephant,1,2,2,80,4,3,100,2,4,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
flamingo,5,9,2,85,5,23,1,2,5,2,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1,2
flea,1,1,2,90,3,20,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
frog,3,1,2,70,2,20,1,1,1,7,0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,0,5
frog,3,1,2,70,2,20,1,1,1,7,0,0,1,0,0,1,1,1,1,1,1,0,4,0,0,0,5
fruitbat,6,9,2,75,1,20,1,2,1,1,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1
giraffe,2,2,2,80,3,23,1,2,2,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
girl,4,2,2,85,3,4,1,2,1,2,1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,1,1
gnat,1,1,2,90,3,23,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
goat,1,2,2,70,3,20,1,2,4,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
gorilla,7,2,2,75,3,23,100,2,4,4,1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1,1
gull,8,3,2,80,3,4,1,7,2,7,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
haddock,3,3,2,85,2,23,1,3,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
hamster,4,6,2,90,3,23,1,4,1,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,0,1
hare,1,2,2,70,3,20,1,2,5,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1
hawk,1,4,2,75,3,20,1,5,2,2,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,2
herring,3,3,2,80,2,23,1,3,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
honeybee,1,9,2,85,3,23,1,2,6,1,1,0,1,0,1,0,0,0,0,1,1,0,6,0,1,0,6
housefly,4,7,2,90,3,20,1,7,1,1,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
kiwi,1,9,2,70,2,20,1,2,1,7,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,2
ladybird,1,1,2,75,3,20,1,1,1,2,0,0,1,0,1,0,1,0,0,1,0,0,6,0,0,0,6
lark,1,6,2,80,3,20,1,2,6,7,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
leopard,1,4,2,85,3,20,100,5,4,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
lion,1,4,2,90,3,23,100,5,4,5,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
lobster,3,3,2,70,2,4,1,6,1,4,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7
lynx,1,4,2,75,3,23,1,5,4,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
mink,1,4,2,80,3,23,1,5,4,4,1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1,1
